Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,23.0,Aleer Aleer-Leek,False,9,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Toronto, ON",Toronto Varsity Blues,Bishop's Gaiters,TOR,21.0,Tomi Johnson,False,11,0.0,0.0,0.0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,14.0,Etienne Gagnon,True,38,20.0,29.4,66.7,4,10,14,3,2,3,4,0,13,1,5,5,17,2,3,35.48,32.35,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,0.0,Tiernan McDougall,False,27,28.6,45.5,50.0,0,1,1,3,6,1,0,0,13,2,7,5,11,1,2,54.71,54.55,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,14.0,Etienne Gagnon,True,21,40.0,40.0,0.0,1,4,5,4,1,3,0,0,12,4,10,4,10,0,0,60.0,60.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,4.0,Obinna Dike-Nwagbara,True,18,0.0,40.0,100.0,0,2,2,3,1,1,1,0,8,0,2,2,5,4,4,59.17,40.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,5.0,Rowan Halpenny,True,29,20.0,16.7,0.0,1,2,3,1,0,1,0,2,5,1,5,2,12,0,2,19.41,20.83,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,11.0,Micah Della Foresta,False,11,0.0,40.0,0.0,1,0,1,0,0,1,0,0,4,0,0,2,5,0,2,34.01,40.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,13.0,Ambs Mathe,False,16,0.0,40.0,0.0,1,4,5,2,1,0,0,2,4,0,2,2,5,0,0,40.0,40.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,8.0,Carl Dubois,True,28,0.0,16.7,0.0,1,5,6,4,1,3,0,1,2,0,3,1,6,0,0,16.67,16.67,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,2.0,Hisham Saleh,False,5,0.0,25.0,0.0,1,1,2,2,0,0,0,0,2,0,2,1,4,0,2,20.49,25.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,7.0,Michael Dooley,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,
2022-23,2022-09-30,"Toronto, ON",Bishop's Gaiters,Toronto Varsity Blues,BIS,3.0,Zacharie Michaud,False,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,3.0,Taye Donald,True,32,25.0,50.0,72.7,4,4,8,0,1,2,0,2,17,1,4,4,8,8,11,66.2,56.25,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,6.0,Ethan Passley,False,22,50.0,46.2,75.0,2,3,5,3,2,1,0,2,16,1,2,6,13,3,4,54.2,50.0,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,5.0,Jahmyah Brown Jeffers,True,31,33.3,50.0,80.0,2,3,5,1,1,0,1,3,15,1,3,5,10,4,5,61.48,55.0,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,9.0,Kim-Joshua (KJ) Massela,True,20,0.0,42.9,25.0,1,3,4,2,1,1,0,1,13,0,4,6,14,1,4,41.24,42.86,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,14.0,Ben Stevens,True,20,0.0,45.5,50.0,6,5,11,2,0,2,1,1,12,0,0,5,11,2,4,47.02,45.45,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,30.0,Isaiah Fisher,False,18,40.0,42.9,0.0,2,1,3,2,0,0,0,0,8,2,5,3,7,0,0,57.14,57.14,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,33.0,Benhur Gebrekidan,True,25,20.0,27.3,0.0,0,1,1,2,0,1,0,0,8,2,10,3,11,0,0,36.36,36.36,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,13.0,Majok Deng,False,23,0.0,28.6,100.0,1,4,5,3,2,2,0,0,7,0,1,2,7,3,3,42.07,28.57,
2022-23,2022-09-30,"Waterloo, ON",Wilfrid Laurier Golden Hawks,Algoma Thunderbirds,WLH,12.0,Jacob Tournier,False,8,0.0,50.0,0.0,1,2,3,2,0,1,0,0,2,0,1,1,2,0,0,50.0,50.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,23.0,Roman Niro,True,32,66.7,53.3,0.0,1,3,4,1,1,4,0,0,20,4,6,8,15,0,0,66.67,66.67,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,7.0,Adrian Deere,False,22,25.0,61.5,0.0,1,4,5,3,1,3,1,1,17,1,4,8,13,0,1,63.24,65.38,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,8.0,Nathaniel Bangura,False,27,100.0,70.0,0.0,0,6,6,2,0,1,4,0,15,1,1,7,10,0,0,75.0,75.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,2.0,Devin Miron,True,23,33.3,40.0,100.0,4,6,10,3,1,3,0,1,12,2,6,4,10,2,2,55.15,50.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,5.0,Johan Germain,True,28,16.7,25.0,66.7,0,2,2,0,0,1,0,1,7,1,6,2,8,2,3,37.55,31.25,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,1.0,Peter De La Paz,False,12,33.3,25.0,0.0,0,0,0,1,0,2,2,1,3,1,3,1,4,0,0,37.5,37.5,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,21.0,Joel Ongagna,False,12,0.0,0.0,100.0,2,0,2,5,0,1,0,0,2,0,1,0,2,2,2,34.72,0.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,25.0,Jaylen White,True,25,0.0,50.0,0.0,1,4,5,2,0,2,2,0,2,0,0,1,2,0,2,34.72,50.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,34.0,Shawn Cher-Enfant,True,9,0.0,0.0,50.0,0,1,1,4,0,0,0,0,1,0,0,0,1,1,2,26.6,0.0,
2022-23,2022-09-30,"Waterloo, ON",Algoma Thunderbirds,Wilfrid Laurier Golden Hawks,ALG,10.0,Riley Rathwell,False,10,0.0,0.0,0.0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,2.0,Simon Hildebrandt,True,32,40.0,57.1,76.9,1,5,6,4,4,4,0,1,28,2,5,8,14,10,13,70.99,64.29,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,1.0,Mason Kraus,True,28,57.1,50.0,45.5,2,4,6,4,1,4,1,1,19,4,7,5,10,5,11,64.02,70.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,4.0,Elijah Lostracco,True,29,33.3,57.1,25.0,1,1,2,3,0,3,0,1,19,2,6,8,14,1,4,60.28,64.29,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,11.0,Cieran O'Hara,False,15,66.7,75.0,0.0,0,1,1,3,1,1,0,0,8,2,3,3,4,0,0,100.0,100.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,13.0,Jonam Kazadi,False,8,0.0,66.7,0.0,0,3,3,1,1,0,0,0,4,0,0,2,3,0,2,51.55,66.67,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,8.0,Isaac Miller-Jose,True,24,0.0,0.0,75.0,3,5,8,2,5,3,1,0,3,0,2,0,3,3,4,31.51,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,9.0,Daren Watts,False,14,0.0,33.3,50.0,1,0,1,1,2,2,0,1,3,0,2,1,3,1,2,38.66,33.33,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,6.0,Wyatt Tait,True,27,0.0,0.0,50.0,2,2,4,3,1,1,0,1,1,0,0,0,1,1,2,26.6,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,10.0,Samuel Jensen,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,5.0,Brandt Lenz,False,11,0.0,0.0,0.0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Manitoba Bisons,Brock Badgers,MAN,7.0,Tito Obasoto,False,9,0.0,0.0,0.0,0,1,1,2,0,1,0,0,0,0,3,0,5,0,0,0.0,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,10.0,Godsman Kwakwah,True,33,45.5,35.3,100.0,2,2,4,2,2,1,0,1,18,5,11,6,17,1,1,51.61,50.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,11.0,Isaiah Bujdoso,True,31,0.0,45.5,75.0,0,2,2,3,4,5,0,4,13,0,0,5,11,3,4,50.94,45.45,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,0.0,Jesse Barnes,True,23,0.0,80.0,66.7,5,1,6,2,3,1,0,0,12,0,0,4,5,4,6,78.53,80.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,1.0,Jordan Tchuente,True,27,50.0,33.3,55.6,6,6,12,5,3,1,0,2,12,1,2,3,9,5,9,46.3,38.89,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,24.0,Jevonnie Scott,False,15,100.0,66.7,50.0,2,3,5,5,2,3,0,1,11,1,1,4,6,2,4,70.88,75.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,3.0,Daniel Caldwell,True,26,25.0,37.5,75.0,0,1,1,2,1,3,0,3,10,1,4,3,8,3,4,51.23,43.75,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,20.0,Michael Matas,False,16,0.0,66.7,0.0,0,3,3,4,1,0,0,1,4,0,0,2,3,0,0,66.67,66.67,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,9.0,Kascius Small-Martin,False,10,0.0,20.0,0.0,0,2,2,1,2,1,0,0,2,0,1,1,5,0,0,20.0,20.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,22.0,Aaron Golbourne,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"St. Catharines, ON",Brock Badgers,Manitoba Bisons,BRO,13.0,Georges Mfwamba Ngandu,False,16,0.0,0.0,0.0,0,4,4,3,0,1,0,0,0,0,3,0,4,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,3.0,Alston Harris,True,20,20.0,41.7,0.0,1,4,5,2,2,0,0,1,11,1,5,5,12,0,2,42.7,45.83,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,6.0,Michael Okafor,True,17,0.0,50.0,50.0,4,4,8,1,1,0,0,0,11,0,0,5,10,1,2,50.55,50.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,2.0,Dylan Morrison,True,16,0.0,71.4,0.0,2,5,7,3,2,0,2,0,10,0,0,5,7,0,0,71.43,71.43,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,15.0,Chume Nwigwe,True,17,0.0,83.3,0.0,2,2,4,1,0,3,0,0,10,0,1,5,6,0,1,77.64,83.33,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,9.0,Javier Fernandez,False,24,20.0,44.4,0.0,1,8,9,3,3,0,0,2,9,1,5,4,9,0,0,50.0,50.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,7.0,Laoui Msambya,True,18,0.0,50.0,100.0,1,1,2,0,4,3,0,1,8,0,2,2,4,4,4,69.44,50.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,4.0,Tyler Sagl,False,15,0.0,33.3,100.0,0,1,1,0,1,0,0,1,8,0,4,2,6,4,4,51.55,33.33,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,33.0,Jared Kreiner,False,17,66.7,66.7,0.0,0,0,0,0,1,1,0,0,6,2,3,2,3,0,0,100.0,100.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,11.0,Nathan Bilamu,False,19,20.0,14.3,100.0,0,2,2,1,3,2,0,1,5,1,5,1,7,2,2,31.73,21.43,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,1.0,Chris Sagl,False,14,0.0,20.0,100.0,0,2,2,0,2,2,0,0,4,0,3,1,5,2,2,34.01,20.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,25.0,Harold Santa Cruz,False,13,0.0,66.7,0.0,0,1,1,3,0,1,2,0,4,0,0,2,3,0,0,66.67,66.67,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,21.0,Faramade Ajayi,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",Lakehead Thunderwolves,UNB Reds,LAK,20.0,Flynn Gilmour,False,10,0.0,0.0,0.0,2,2,4,3,1,3,0,1,0,0,0,0,1,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,15.0,Norm Burry,True,27,50.0,50.0,71.4,2,9,11,2,1,2,0,0,17,2,4,5,10,5,7,64.98,60.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,1.0,Marcus Barnes,True,28,14.3,31.2,80.0,0,1,1,2,2,1,0,0,15,1,7,5,16,4,5,41.21,34.38,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,2.0,Reese Zorogole,True,21,25.0,33.3,100.0,1,2,3,1,1,3,1,0,7,1,4,2,6,2,2,50.87,41.67,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,6.0,Eden Otshudi,False,13,0.0,33.3,0.0,0,1,1,3,1,3,0,2,6,0,4,3,9,0,0,33.33,33.33,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,8.0,Anthony Sears,False,20,0.0,20.0,75.0,4,4,8,2,1,2,1,1,5,0,1,1,5,3,4,36.98,20.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,14.0,Mark Tobin,False,16,0.0,33.3,0.0,0,2,2,1,0,1,0,2,4,0,3,2,6,0,0,33.33,33.33,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,7.0,Vegas Evans,True,19,33.3,16.7,0.0,2,1,3,0,0,2,0,1,3,1,3,1,6,0,0,25.0,25.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,21.0,Jeven Eddy,False,14,0.0,0.0,0.0,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,12.0,Jack Fury-Miller,False,6,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,4.0,Rees Hasson,False,13,0.0,0.0,0.0,1,0,1,4,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,9.0,Brett Speedy,True,18,0.0,0.0,0.0,0,4,4,0,2,1,1,0,0,0,1,0,3,0,0,0.0,0.0,
2022-23,2022-09-30,"Fredericton, NB",UNB Reds,Lakehead Thunderwolves,UNB,11.0,Lucas Tompkins,False,7,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,14.0,Mikhail Mikhailov,True,24,100.0,76.9,66.7,1,6,7,3,1,0,1,0,23,1,1,10,13,2,3,80.31,80.77,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,13.0,Donald Stewart,True,26,100.0,77.8,0.0,5,7,12,1,5,1,2,1,18,4,4,7,9,0,4,83.64,100.0,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,6.0,David Lado,False,22,50.0,50.0,75.0,0,1,1,0,1,0,0,2,11,2,4,3,6,3,4,70.88,66.67,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,12.0,Elijah Mensah,False,13,0.0,57.1,0.0,1,1,2,0,1,0,0,0,8,0,1,4,7,0,1,53.76,57.14,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,2.0,Emmanuel Thomas,True,18,100.0,37.5,0.0,1,1,2,3,1,2,0,2,8,2,2,3,8,0,0,50.0,50.0,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,8.0,Paul Francisco,False,22,25.0,14.3,80.0,0,2,2,4,3,1,0,0,7,1,4,1,7,4,5,38.04,21.43,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,5.0,Shawn Maranan,True,32,0.0,37.5,100.0,0,2,2,1,5,0,0,1,7,0,3,3,8,1,1,41.47,37.5,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,10.0,Ryan Luke,False,14,0.0,66.7,0.0,0,4,4,2,0,0,0,0,4,0,1,2,3,0,0,66.67,66.67,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,7.0,Malachi Alexander,True,22,0.0,0.0,0.0,0,3,3,3,1,1,0,0,0,0,2,0,7,0,0,0.0,0.0,
2022-23,2022-09-30,"Regina, SK",Winnipeg Wesmen,Mount Royal University Cougars,WWM,4.0,Isaiah Cole,False,7,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,2.0,Keivonte Watts,True,32,0.0,50.0,66.7,0,4,4,4,1,3,0,1,16,0,3,7,14,2,3,52.22,50.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,13.0,Daniel Mulder,True,20,0.0,75.0,75.0,0,1,1,3,1,2,0,0,12,0,0,3,4,6,8,79.79,75.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,1.0,Holt Tomie,True,35,40.0,27.3,66.7,2,8,10,2,8,4,0,0,12,2,5,3,11,4,6,43.99,36.36,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,9.0,Scott Duncan,True,28,100.0,75.0,0.0,0,3,3,1,1,0,0,0,7,1,1,3,4,0,0,87.5,87.5,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,34.0,Mawien Mawien,True,20,0.0,50.0,0.0,2,4,6,1,0,0,0,0,6,0,0,3,6,0,0,50.0,50.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,12.0,Daniel Owoeye,False,13,0.0,37.5,0.0,1,3,4,0,0,1,0,1,6,0,0,3,8,0,0,37.5,37.5,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,8.0,Sam Barnie,False,13,33.3,25.0,100.0,0,0,0,3,1,0,0,0,5,1,3,1,4,2,2,51.23,37.5,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,7.0,Aaron Fernandes,False,13,25.0,20.0,0.0,0,1,1,0,3,1,0,0,3,1,4,1,5,0,0,30.0,30.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,0.0,Hunter Boriskewich,False,11,0.0,50.0,0.0,0,1,1,1,0,1,0,0,2,0,1,1,2,0,0,50.0,50.0,
2022-23,2022-09-30,"Regina, SK",Mount Royal University Cougars,Winnipeg Wesmen,MRU,6.0,Caden Kangas,False,15,0.0,33.3,0.0,0,1,1,1,0,0,0,0,2,0,2,1,3,0,0,33.33,33.33,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,2.0,Jahmaal Gardner,True,32,42.9,40.0,100.0,0,3,3,3,4,5,0,3,16,3,7,6,15,1,1,51.81,50.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,3.0,Khari Ojeda-Harvey,True,27,11.1,29.4,60.0,0,4,4,2,9,0,0,1,14,1,9,5,17,3,5,36.46,32.35,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,10.0,Ian Simba Gasana,False,11,75.0,60.0,0.0,1,1,2,1,0,0,0,0,9,3,4,3,5,0,0,90.0,90.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,4.0,Elisha Ampofo,False,22,33.3,40.0,75.0,1,4,5,1,1,2,0,1,8,1,3,2,5,3,4,59.17,50.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,9.0,Sultan Haider Bhatti,True,33,0.0,40.0,0.0,3,5,8,1,0,2,0,3,8,0,2,4,10,0,0,40.0,40.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,12.0,Jack McDonald,True,22,0.0,50.0,0.0,4,1,5,2,0,0,1,1,8,0,1,4,8,0,0,50.0,50.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,7.0,Anthony Tsegakele,True,34,0.0,11.1,50.0,2,7,9,2,3,2,1,3,5,0,4,1,9,3,6,21.48,11.11,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,1.0,Travis Hamberger,False,10,50.0,25.0,0.0,0,1,1,2,0,0,0,1,3,1,2,1,4,0,0,37.5,37.5,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,15.0,Blake Magnusson,False,5,100.0,50.0,0.0,0,1,1,0,0,0,0,0,3,1,1,1,2,0,0,75.0,75.0,
2022-23,2022-09-30,"Regina, SK",Brandon Bobcats,Regina Cougars,BRA,13.0,Malik Lewis,False,2,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,5.0,Nick Barnard,False,21,50.0,42.9,0.0,0,4,4,1,3,1,0,1,9,3,6,3,7,0,0,64.29,64.29,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,12.0,Arinze Emeka-Anyakwo,True,20,0.0,66.7,0.0,2,2,4,3,0,1,2,1,8,0,2,4,6,0,0,66.67,66.67,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,9.0,Nigel Warden,True,16,50.0,50.0,0.0,1,1,2,2,1,7,0,0,8,2,4,3,6,0,0,66.67,66.67,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,2.0,Matt Barnard,True,21,33.3,50.0,0.0,0,7,7,4,0,4,1,0,7,1,3,3,6,0,0,58.33,58.33,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,15.0,Hayden Collier,True,13,50.0,40.0,100.0,0,1,1,0,1,0,2,0,7,1,2,2,5,2,2,59.52,50.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,3.0,Brayden Kuski,True,25,40.0,40.0,0.0,0,5,5,0,5,2,0,1,6,2,5,2,5,0,0,60.0,60.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,8.0,Cade Mather,False,10,0.0,50.0,100.0,0,1,1,2,0,0,0,2,6,0,1,2,4,2,2,61.48,50.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,13.0,Carter Millar,False,20,0.0,16.7,100.0,2,7,9,1,4,2,4,1,6,0,2,1,6,4,4,38.66,16.67,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,0.0,Asher Ndah,False,10,50.0,50.0,0.0,0,0,0,0,0,0,1,1,6,2,4,2,4,0,0,75.0,75.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,14.0,Majok Madol,False,14,0.0,20.0,50.0,0,4,4,0,1,3,0,0,4,0,0,1,5,2,4,29.59,20.0,
2022-23,2022-09-30,"Regina, SK",Regina Cougars,Brandon Bobcats,REG,6.0,Dakota McBride-Marean,False,5,0.0,100.0,0.0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,
