Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2024-25,2024-11-09,"Quebec City, QC",Laval Rouge et Or,UQAM Citadins,10.0,Louis-Felix Bessette,False,6,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,Home
2024-25,2024-11-09,"Quebec City, QC",Laval Rouge et Or,UQAM Citadins,11.0,Jerome Leclair,False,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2024-11-09,"Quebec City, QC",Laval Rouge et Or,UQAM Citadins,33.0,Brandon Massimo Maniani-Wembe,True,3,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2024-11-09,"Quebec City, QC",Laval Rouge et Or,UQAM Citadins,4.0,Alec Marchand,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,3.0,Jordan Persad,False,24,33.3,46.2,50.0,0,1,1,1,2,0,0,3,15,2,6,6,13,1,2,54.03,53.85,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,11.0,Jamie White,False,23,50.0,77.8,0.0,1,5,6,3,1,3,0,1,15,1,2,7,9,0,0,83.33,83.33,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,4.0,Benjamin Kamba,True,32,50.0,66.7,20.0,1,3,4,0,3,3,0,1,14,1,2,6,9,1,5,62.5,72.22,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,2.0,Lodie Kenyi,True,27,42.9,42.9,50.0,0,7,7,1,2,1,0,1,11,3,7,3,7,2,4,62.79,64.29,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,12.0,Arinze Emeka-Anyakwo,True,24,0.0,37.5,66.7,2,4,6,1,3,1,0,0,10,0,3,3,8,4,6,46.99,37.5,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,14.0,Christian Tabiri,True,20,0.0,33.3,100.0,1,2,3,2,1,3,0,0,10,0,3,4,12,2,2,38.82,33.33,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,7.0,Zachary Hillis,False,21,0.0,40.0,25.0,3,6,9,3,0,3,0,1,5,0,0,2,5,1,4,36.98,40.0,Home
2024-25,2024-11-09,"Regina, SK",Regina Cougars,Brandon Bobcats,8.0,Cade Mather,True,19,0.0,66.7,0.0,1,6,7,2,0,1,0,1,4,0,1,2,3,0,0,66.67,66.67,Home
