Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2024-25,2025-01-25,"Kamloops, BC",UNBC Timberwolves,Thompson Rivers Wolfpack,9.0,Cameron Lalli,False,9,0.0,0.0,0.0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Kamloops, BC",UNBC Timberwolves,Thompson Rivers Wolfpack,6.0,Milan Pasquale,True,11,0.0,0.0,0.0,1,0,1,3,0,1,0,0,0,0,3,0,4,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,3.0,Davante Hackett,True,23,71.4,64.3,100.0,2,7,9,1,0,5,1,0,27,5,7,9,14,4,4,85.66,82.14,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,20.0,Michael Matas,False,17,0.0,53.8,66.7,4,2,6,3,0,0,0,0,16,0,1,7,13,2,3,55.87,53.85,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,8.0,Nemanja Sarkanovic,False,17,0.0,50.0,85.7,0,0,0,0,0,1,0,1,14,0,1,4,8,6,7,63.18,50.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,1.0,Jalen Edwards,False,22,20.0,33.3,0.0,1,6,7,3,4,2,0,0,9,1,5,4,12,0,0,37.5,37.5,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,12.0,Xavier Fearon,True,21,0.0,66.7,50.0,1,3,4,0,4,0,1,0,9,0,0,4,6,1,2,65.41,66.67,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,23.0,Michael Okeke,True,18,50.0,66.7,0.0,0,6,6,1,1,1,0,0,9,1,2,4,6,0,0,75.0,75.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,22.0,Ben Herbert,False,24,25.0,25.0,100.0,7,1,8,2,0,3,0,0,7,1,4,2,8,2,2,39.41,31.25,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,21.0,Nils Gesmann,True,14,0.0,75.0,0.0,2,2,4,2,1,0,0,0,6,0,0,3,4,0,0,75.0,75.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,0.0,Anthony Heyes,False,19,0.0,20.0,0.0,0,2,2,0,4,4,0,0,2,0,4,1,5,0,0,20.0,20.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,25.0,Georges Mfwamba Ngandu,False,5,0.0,0.0,100.0,0,2,2,0,0,1,0,0,2,0,0,0,0,2,2,113.64,0.0,Away
2024-25,2025-01-25,"Kingston, ON",Brock Badgers,Queen's Gaels,11.0,Nathan Charles,True,20,0.0,0.0,50.0,0,4,4,3,2,4,0,2,1,0,1,0,1,1,2,26.6,0.0,Away
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,3.0,Luka Syllas,True,33,44.4,40.0,100.0,2,2,4,2,8,1,0,4,24,4,9,8,20,4,4,55.15,50.0,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,8.0,Oliver Engen,True,31,50.0,75.0,0.0,2,1,3,0,3,1,0,0,19,1,2,9,12,0,0,79.17,79.17,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,6.0,Kai Dalen,False,17,0.0,83.3,50.0,2,1,3,3,0,1,1,1,11,0,0,5,6,1,2,79.94,83.33,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,7.0,Andrade Junior Cummings,True,21,22.2,36.4,0.0,0,1,1,0,2,0,0,0,10,2,9,4,11,0,0,45.45,45.45,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,23.0,Jalen Sikkema,False,16,66.7,80.0,0.0,0,0,0,1,1,0,0,0,10,2,3,4,5,0,0,100.0,100.0,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,12.0,Tyson Lama,False,13,25.0,28.6,100.0,1,1,2,1,2,0,0,2,7,1,4,2,7,2,2,44.42,35.71,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,14.0,Ashton Bain,False,13,66.7,40.0,0.0,0,1,1,2,2,0,0,2,6,2,3,2,5,0,0,60.0,60.0,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,15.0,Isaac Krueger,True,16,11.1,18.2,50.0,0,3,3,4,1,0,0,0,6,1,9,2,11,1,2,25.25,22.73,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,13.0,Scott Jenkins,False,13,33.3,25.0,0.0,0,1,1,1,5,1,0,1,3,1,3,1,4,0,0,37.5,37.5,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,22.0,Malcolm Bailey,True,15,0.0,0.0,100.0,4,1,5,2,3,0,0,1,2,0,0,0,5,2,2,17.01,0.0,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,10.0,Lucas Ponting,False,11,0.0,0.0,100.0,0,2,2,3,1,2,0,0,2,0,1,0,1,2,2,53.19,0.0,Home
2024-25,2025-01-25,"Kingston, ON",Queen's Gaels,Brock Badgers,4.0,David Ayon,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,11.0,Yanis Malanda,True,27,66.7,50.0,75.0,2,3,5,2,3,5,0,1,19,2,3,7,14,3,4,60.28,57.14,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,23.0,Carl Jacob,True,24,80.0,62.5,0.0,0,3,3,1,0,0,0,0,14,4,5,5,8,0,0,87.5,87.5,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,13.0,Ulrich Larochel,False,19,60.0,71.4,0.0,1,2,3,1,0,2,0,3,13,3,5,5,7,0,0,92.86,92.86,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,15.0,David Navarro,False,12,66.7,75.0,100.0,0,1,1,2,0,0,0,1,9,2,3,3,4,1,1,101.35,100.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,14.0,Etienne Gagnon,True,25,0.0,30.0,100.0,6,7,13,1,2,3,1,0,8,0,3,3,10,2,2,36.76,30.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,0.0,Tiernan McDougall,False,17,28.6,37.5,0.0,0,0,0,1,2,2,0,1,8,2,7,3,8,0,0,50.0,50.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,5.0,Rowan Halpenny,True,17,100.0,66.7,0.0,1,5,6,1,1,1,0,1,6,2,2,2,3,0,1,87.21,100.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,4.0,Obinna Dike-Nwagbara,True,22,33.3,22.2,0.0,1,4,5,2,6,1,1,0,5,1,3,2,9,0,0,27.78,27.78,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,3.0,Zacharie Michaud,False,17,0.0,33.3,0.0,0,3,3,1,0,0,0,0,2,0,1,1,3,0,0,33.33,33.33,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,21.0,Jovani Cinfinix,False,8,0.0,0.0,0.0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,9.0,Oscar Howe,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Lennoxville, QC",Bishop's Gaiters,McGill Redbirds,8.0,Kyle Maurice,False,8,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,5.0,Georges Lefebvre,True,34,33.3,44.4,57.1,3,0,3,3,2,2,2,1,13,1,3,4,9,4,7,53.81,50.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,12.0,Alexis Messier,True,34,14.3,45.5,0.0,0,3,3,4,0,0,0,4,11,1,7,5,11,0,0,50.0,50.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,15.0,Dilane Pele,False,21,100.0,80.0,0.0,1,1,2,0,0,2,0,0,10,2,2,4,5,0,0,100.0,100.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,11.0,Sean Herscovitch,True,25,14.3,27.3,0.0,0,1,1,1,4,5,0,1,7,1,7,3,11,0,0,31.82,31.82,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,22.0,Saransh Padhy,True,21,0.0,75.0,0.0,0,3,3,1,1,0,0,0,6,0,0,3,4,0,0,75.0,75.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,10.0,Luis Micourt,True,23,0.0,28.6,0.0,3,5,8,1,0,0,0,0,4,0,2,2,7,0,2,25.38,28.57,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,4.0,Matt Phaneuf,False,6,100.0,100.0,0.0,1,0,1,0,1,1,0,0,3,1,1,1,1,0,0,150.0,150.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,20.0,Alexandre Reinert-Woodfine,False,12,50.0,25.0,0.0,0,0,0,0,0,1,0,0,3,1,2,1,4,0,0,37.5,37.5,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,21.0,Caylan MacLean,False,0,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,9.0,William Robinson,False,3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Lennoxville, QC",McGill Redbirds,Bishop's Gaiters,6.0,Noah Sincere,False,20,0.0,0.0,0.0,0,2,2,0,3,2,0,1,0,0,2,0,5,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,1.0,Karl-Tommy Laforest,True,34,50.0,33.3,83.3,3,8,11,2,2,6,0,0,22,1,2,3,9,15,18,65.01,38.89,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,8.0,Cheick Dosso,True,21,0.0,66.7,100.0,4,4,8,3,2,1,1,2,12,0,0,4,6,4,4,77.32,66.67,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,3.0,Samuel Cayo,True,31,20.0,18.2,50.0,3,4,7,3,3,3,1,1,7,1,5,2,11,2,4,27.43,22.73,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,2.0,McFadden Jean,True,28,16.7,22.2,50.0,0,2,2,3,1,1,0,3,7,1,6,2,9,2,4,32.53,27.78,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,13.0,Ambs Mathe,False,10,33.3,20.0,66.7,0,1,1,0,1,1,0,1,7,1,3,1,5,4,6,45.81,30.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,24.0,Yiacovahis Hilaire,False,16,25.0,40.0,0.0,1,0,1,3,0,3,0,1,5,1,4,2,5,0,0,50.0,50.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,10.0,Nicholas Bruyere,False,11,33.3,33.3,0.0,2,0,2,2,1,2,0,1,3,1,3,1,3,0,0,50.0,50.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,11.0,Leo Verville,False,18,25.0,20.0,0.0,0,2,2,2,1,0,0,1,3,1,4,1,5,0,2,25.51,30.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,0.0,Steeven Beljour-Diaz,True,15,0.0,0.0,50.0,0,4,4,4,2,0,0,0,1,0,3,0,5,1,2,8.5,0.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,15.0,David Williams,False,9,0.0,0.0,50.0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,58.0,Malik Nana Abdul,False,3,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Montreal, QC",UQAM Citadins,Laval Rouge et Or,7.0,Rodando Lamothe,False,7,0.0,0.0,0.0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,12.0,Willem Mwanza,True,33,0.0,40.0,66.7,2,6,8,0,0,1,0,0,12,0,1,4,10,4,6,47.47,40.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,5.0,Steeve Joseph,True,34,0.0,25.0,25.0,0,1,1,3,5,5,1,4,9,0,3,4,16,1,4,25.34,25.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,8.0,Jayden Larosiliere,True,33,22.2,17.6,33.3,0,3,3,3,2,4,0,0,9,2,9,3,17,1,3,24.56,23.53,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,14.0,Mohamed Keita,True,32,0.0,50.0,50.0,1,7,8,5,0,1,1,0,7,0,0,3,6,1,2,50.87,50.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,33.0,Brandon Massimo Maniani-Wembe,True,7,0.0,100.0,50.0,0,0,0,5,0,1,0,1,5,0,0,2,2,1,2,86.81,100.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,4.0,Alec Marchand,False,6,100.0,100.0,50.0,0,0,0,0,1,0,0,0,4,1,1,1,1,1,2,106.38,150.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,23.0,Fabrice Watier-Berthiaume,False,16,33.3,25.0,0.0,0,3,3,2,2,1,0,3,3,1,3,1,4,0,0,37.5,37.5,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,22.0,Baba Yao,False,8,0.0,50.0,50.0,0,0,0,3,0,2,0,0,3,0,0,1,2,1,2,52.08,50.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,21.0,Aidan Humphrey,False,7,0.0,0.0,50.0,0,0,0,2,0,1,0,0,1,0,1,0,1,1,2,26.6,0.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,9.0,Justin Bell,False,9,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,10.0,Louis-Felix Bessette,False,14,0.0,0.0,0.0,1,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Montreal, QC",Laval Rouge et Or,UQAM Citadins,15.0,Ralph Joseph,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,12.0,Aaron Rhooms,True,28,28.6,65.0,75.0,1,1,2,3,0,1,0,2,31,2,7,13,20,3,4,71.23,70.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,4.0,Maxime Louis-Jean,True,23,42.9,55.6,0.0,0,3,3,2,2,1,0,1,13,3,7,5,9,0,0,72.22,72.22,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,10.0,Javier Gilgeous-Glasgow,True,34,14.3,28.6,0.0,1,4,5,3,9,3,0,2,9,1,7,4,14,0,0,32.14,32.14,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,21.0,Gabriel Gutsmore,False,12,0.0,75.0,0.0,0,0,0,1,1,0,0,0,6,0,1,3,4,0,0,75.0,75.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,3.0,Kevin Toth,True,24,0.0,66.7,50.0,0,9,9,3,6,0,0,3,5,0,1,2,3,1,2,64.43,66.67,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,22.0,Aidan Wilson,True,27,0.0,50.0,0.0,1,2,3,3,1,0,2,0,4,0,0,2,4,0,0,50.0,50.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,0.0,Gregory Angelakos,False,5,0.0,50.0,0.0,1,0,1,1,0,0,0,1,2,0,0,1,2,0,0,50.0,50.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,7.0,Jahcobi Neath,False,22,0.0,12.5,0.0,2,8,10,1,0,2,1,1,2,0,2,1,8,0,0,12.5,12.5,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,2.0,Galand Okeugo,False,10,0.0,25.0,0.0,1,1,2,2,0,0,0,0,2,0,1,1,4,0,0,25.0,25.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,14.0,Elijah Roye,False,9,0.0,0.0,50.0,0,1,1,2,0,2,0,1,2,0,0,0,1,2,4,36.23,0.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,23.0,Michael Kayembe,False,2,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Oshawa, ON",TMU Bold,Ontario Tech Ridgebacks,15.0,Andrejs Silconoks,False,5,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,5.0,Zubair Seyed,True,38,37.5,46.2,87.5,0,8,8,1,1,4,0,1,22,3,8,6,13,7,8,66.59,57.69,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,12.0,Keon Baker,False,27,33.3,42.9,100.0,2,3,5,2,3,1,0,0,16,2,6,6,14,2,2,53.76,50.0,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,2.0,Ayub Nurhussien,False,33,25.0,14.3,75.0,2,2,4,1,3,4,0,4,12,2,8,2,14,6,8,34.25,21.43,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,10.0,Caleb Kassa,True,18,0.0,33.3,100.0,2,0,2,1,1,1,0,1,6,0,1,2,6,2,2,43.6,33.33,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,11.0,Raeshaun Ambris,True,25,0.0,12.5,100.0,0,4,4,2,1,2,0,0,3,0,6,1,8,1,1,17.77,12.5,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,23.0,Jesse Okeke,True,20,0.0,33.3,0.0,2,4,6,3,0,0,1,1,2,0,0,1,3,0,0,33.33,33.33,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,6.0,Emmanuel Okonkwo,True,19,0.0,0.0,50.0,1,2,3,0,1,0,0,0,1,0,0,0,1,1,2,26.6,0.0,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,13.0,Tombe Pitia,False,16,0.0,0.0,50.0,0,2,2,2,0,0,3,3,1,0,0,0,2,1,2,17.36,0.0,Home
2024-25,2025-01-25,"Oshawa, ON",Ontario Tech Ridgebacks,TMU Bold,3.0,Azad Chahal,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,11.0,Xavier Spencer,True,32,22.2,52.6,100.0,0,6,6,2,1,0,0,2,24,2,9,10,19,2,2,60.36,57.89,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,5.0,Domac Domac,True,30,66.7,60.0,100.0,1,3,4,2,2,1,0,2,18,4,6,6,10,2,2,82.72,80.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,3.0,Marjok Okado,False,25,50.0,54.5,50.0,1,1,2,2,2,2,0,0,17,4,8,6,11,1,2,71.55,72.73,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,6.0,Aubrey Dorey-Havens,True,21,0.0,75.0,60.0,0,1,1,3,6,4,0,0,9,0,0,3,4,3,5,72.58,75.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,10.0,Daniel Smith,True,33,42.9,27.3,0.0,1,5,6,3,3,2,0,0,9,3,7,3,11,0,0,40.91,40.91,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,21.0,Noah Horobetz-Simpson,False,17,0.0,75.0,0.0,4,4,8,3,0,1,1,1,6,0,0,3,4,0,2,61.48,75.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,7.0,A.J. Osman,False,11,0.0,50.0,50.0,1,2,3,2,2,0,0,0,5,0,1,2,4,1,2,51.23,50.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,33.0,Marcus Hollingsworth,False,10,0.0,50.0,0.0,0,1,1,0,0,0,0,0,2,0,1,1,2,0,0,50.0,50.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,22.0,Jordan Horobetz-Simpson,False,7,0.0,0.0,0.0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Ottawa, ON",Carleton Ravens,Nipissing Lakers,15.0,Emanuel Milon,True,14,0.0,0.0,0.0,1,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,Home
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,22.0,Darnaz Mabanza,True,32,0.0,20.0,80.0,0,2,2,1,0,2,1,1,12,0,1,2,10,8,10,41.67,20.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,21.0,Alvin Icyogere,True,25,40.0,30.0,40.0,2,0,2,1,1,0,1,0,10,2,5,3,10,2,5,40.98,40.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,6.0,Jean Rene Brutus Escalona,True,25,0.0,50.0,75.0,0,2,2,1,1,2,0,2,7,0,1,2,4,3,4,60.76,50.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,10.0,Jack Hagerty,False,19,20.0,42.9,0.0,2,2,4,2,0,0,0,0,7,1,5,3,7,0,0,50.0,50.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,23.0,Douglas Owusu Ansah,False,24,0.0,33.3,50.0,0,5,5,3,0,3,2,1,6,0,0,2,6,2,4,38.66,33.33,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,3.0,Ricardo Neves,True,13,0.0,20.0,0.0,0,4,4,4,0,4,0,1,2,0,2,1,5,0,0,20.0,20.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,9.0,Owen Hagerty,False,30,0.0,0.0,50.0,0,1,1,2,1,1,0,1,1,0,0,0,0,1,2,56.82,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,7.0,Alex Blackmore,True,8,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,15.0,Alexandre Brouard,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,2.0,Nathan Courie,False,9,0.0,0.0,0.0,0,2,2,0,1,0,0,0,0,0,3,0,4,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,4.0,Denim Gordon,False,5,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Nipissing Lakers,Carleton Ravens,0.0,Okeoghenemaero Onwah,False,7,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,35.0,Jacques-Melaine Guemeta,True,28,33.3,57.1,100.0,2,2,4,1,3,0,0,4,23,2,6,8,14,5,5,70.99,64.29,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,10.0,Justin Ndjock-Tadjore,True,27,66.7,66.7,50.0,1,2,3,0,0,1,0,4,19,2,3,8,12,1,2,73.76,75.0,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,1.0,Ankit Choudhary,True,28,44.4,45.5,40.0,1,1,2,1,0,1,0,0,16,4,9,5,11,2,5,60.61,63.64,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,5.0,Dragan Stajic,True,27,60.0,44.4,100.0,1,3,4,0,6,2,0,2,14,3,5,4,9,3,3,67.83,61.11,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,13.0,Owen Kenney,False,21,50.0,60.0,0.0,3,3,6,0,2,1,2,1,8,2,4,3,5,0,0,80.0,80.0,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,11.0,Brock Newton,True,19,0.0,66.7,0.0,0,2,2,1,2,1,0,0,4,0,0,2,3,0,0,66.67,66.67,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,0.0,Matthew Smith,False,19,0.0,50.0,0.0,2,4,6,0,1,2,2,0,4,0,0,2,4,0,0,50.0,50.0,Home
2024-25,2025-01-25,"Ottawa, ON",Ottawa Gee Gees,Laurentian Voyageurs,7.0,Khalifa Koulamallah,False,19,0.0,16.7,0.0,0,2,2,1,3,2,0,3,2,0,3,1,6,0,0,16.67,16.67,Home
